"X-Angle(бу)","Y-Angle(бу)","Z-Angle(бу)"
-6.380000,9.080000,11.036849
-8.550000,-11.010000,13.813887
4.280000,3.160000,5.313192
14.720000,7.810000,16.508133
9.650000,-14.360000,17.083979
6.120000,7.070000,9.310670
-1.800000,13.900000,14.007248
6.170000,-12.780000,14.104787
-6.240000,-5.610000,8.361643
-3.400000,-8.960000,9.563980
-2.070000,-0.230000,2.082716
1.020000,-8.970000,9.025946
-13.630000,-4.670000,14.352334
15.780000,11.880000,19.407308
12.490000,-12.280000,17.252698
-3.670000,-3.030000,4.753919
15.240000,-14.180000,20.383707
15.780000,-6.230000,16.853999
11.110000,8.370000,13.786736
9.640000,3.810000,10.339554
-13.400000,0.030000,13.400031
11.590000,-3.630000,12.116166
-12.780000,-9.740000,15.878698
0.560000,15.160000,15.169407
-8.370000,5.690000,10.075984
-11.630000,1.640000,11.738898
1.520000,-6.860000,7.023258
-12.060000,-14.820000,18.781963
3.140000,-11.550000,11.947343
10.160000,-10.150000,14.214635
9.950000,-7.550000,12.400175
11.900000,1.840000,12.033494
-13.880000,-10.020000,16.897443
15.510000,14.500000,20.773569
9.640000,6.190000,11.394162
14.640000,13.170000,19.325951
-10.860000,15.550000,18.674640
-3.520000,8.210000,8.913991
-5.930000,-7.010000,9.143947
-13.680000,-14.980000,19.886110
12.880000,-10.020000,16.117843
5.630000,-5.060000,7.548088
-7.830000,-7.100000,10.511134
4.070000,7.640000,8.634007
15.220000,5.050000,15.963712
4.640000,-4.810000,6.668186
-6.030000,13.210000,14.434887
-6.940000,-4.700000,8.356189
-14.720000,14.380000,20.157592
0.810000,-13.770000,13.792022
-11.980000,11.840000,16.609067
-7.270000,0.360000,7.278718
-12.790000,-0.290000,12.793074
-0.290000,1.610000,1.635882
-5.360000,15.030000,15.877370
-5.370000,4.690000,7.111771
4.140000,12.350000,12.985624
5.430000,8.970000,10.440192
-12.770000,0.600000,12.783177
-13.170000,-1.030000,13.207459
15.410000,7.930000,17.162351
3.620000,-11.150000,11.695230
1.940000,-3.510000,4.008106
-7.260000,-13.520000,15.222240
-0.230000,13.870000,13.871762
8.930000,9.220000,12.730478
-10.820000,15.140000,18.328159
-11.180000,-8.910000,14.158667
-6.690000,1.880000,6.944545
14.620000,6.230000,15.789542
2.660000,-9.350000,9.708261
-14.580000,2.320000,14.748178
15.490000,0.440000,15.495660
-14.930000,-1.410000,14.990626
0.530000,-7.690000,7.707809
10.880000,6.110000,12.407737
-10.040000,11.680000,15.225861
4.760000,-1.340000,4.943353
3.160000,10.860000,11.289631
6.480000,15.820000,16.975643
7.410000,-6.080000,9.542594
6.970000,8.790000,11.151152
-10.710000,6.370000,12.386805
-5.970000,13.930000,15.065505
-1.010000,-2.910000,3.079723
-7.950000,-10.300000,12.908731
-5.900000,-3.670000,6.934682
-6.730000,0.080000,6.730467
4.940000,3.220000,5.888103
-1.960000,-4.070000,4.514502
-5.890000,-1.940000,6.197013
-4.690000,11.660000,12.520578
15.130000,8.100000,16.990634
14.030000,15.920000,20.767285
9.420000,-12.230000,15.267650
1.450000,12.420000,12.499207
-7.620000,-5.660000,9.452745
7.650000,-10.690000,13.044145
3.610000,-0.560000,3.652950
9.410000,1.750000,9.565664
1.380000,15.240000,15.296681
-11.820000,5.120000,12.824778
-10.020000,9.340000,13.571078
-9.260000,6.340000,11.161039
-14.590000,-13.420000,19.448457
4.990000,5.350000,7.296259
4.790000,-13.470000,14.238821
-4.060000,-11.740000,12.385843
9.180000,-7.700000,11.898529
13.710000,4.010000,14.242640
0.310000,6.650000,6.657093
-14.890000,-14.780000,20.534888
-5.800000,8.110000,9.926047
-11.300000,-12.670000,16.740120
-2.180000,-13.790000,13.948470
3.190000,0.120000,3.192247
-10.500000,-10.750000,14.859472
-1.630000,-11.570000,11.678194
-9.390000,-0.210000,9.392265
-11.390000,-11.710000,16.121519
-3.660000,-6.470000,7.418260
-10.570000,-11.420000,15.376169
-3.750000,-6.950000,7.879824
-8.210000,-9.190000,12.231050
-3.360000,-5.970000,6.838728
-12.150000,5.230000,13.167263
-10.410000,-6.770000,12.338092
0.550000,3.060000,3.108850
-11.030000,-6.010000,12.491470
-10.500000,6.170000,12.109943
-1.110000,-7.290000,7.372233
3.440000,10.500000,11.025567
7.620000,6.620000,10.043433
-0.960000,10.980000,11.019876
-4.090000,9.880000,10.662566
-4.700000,5.890000,7.514880
-9.430000,1.200000,9.503346
-7.030000,4.340000,8.239065
-13.360000,-10.440000,16.730278
-6.910000,0.690000,6.943705
-14.880000,3.230000,15.196727
-3.790000,-14.170000,14.629354
-1.010000,-0.890000,1.346058
-13.790000,15.090000,20.032487
15.400000,-2.620000,15.600850
3.720000,8.770000,9.503932
9.300000,-9.030000,12.854397
7.430000,14.160000,15.854928
5.010000,-11.250000,12.263795
12.170000,5.870000,13.436798
10.860000,14.450000,17.810075
-11.970000,14.870000,18.766565
-5.630000,-10.150000,11.550712
-6.500000,0.970000,6.570758
7.990000,15.730000,17.468267
-8.880000,-12.500000,15.174570
-4.680000,10.360000,11.326743
-7.110000,-0.830000,7.157301
0.740000,9.350000,9.378214
-9.780000,1.240000,9.855309
15.520000,-3.800000,15.935800
0.240000,-10.650000,10.652581
-2.360000,2.670000,3.561236
15.530000,-3.100000,15.807708
6.470000,-0.610000,6.498208
4.540000,11.640000,12.449602
-10.280000,1.090000,10.335197
-6.740000,9.570000,11.634264
8.960000,-0.680000,8.984937
11.460000,-2.560000,11.727858
5.320000,8.390000,9.894288
-0.670000,12.760000,12.776444
-5.400000,13.690000,14.643278
-8.760000,12.950000,15.472393
-7.640000,5.940000,9.634734
-2.610000,7.440000,7.874893
0.800000,-6.930000,6.975135
5.490000,1.410000,5.666037
-0.330000,12.710000,12.714009
-4.860000,13.330000,14.129876
-11.850000,-2.110000,12.026057
-0.090000,3.880000,3.881037
3.420000,-8.580000,9.217778
3.340000,-14.800000,15.140547
-13.330000,-6.070000,14.558731
11.310000,14.020000,17.740609
12.190000,-11.970000,16.839977
3.730000,7.600000,8.446888
10.420000,12.790000,16.285702
-7.620000,13.130000,15.050895
4.500000,7.170000,8.440408
-14.550000,-10.980000,17.954933
-14.830000,4.810000,15.526449
-14.650000,-11.490000,18.321909
-3.390000,-13.600000,13.986184
-6.570000,2.740000,7.109280
6.530000,-8.290000,10.497331
11.730000,6.760000,13.446337
-10.090000,2.110000,10.299464
-12.690000,-13.980000,18.556106
15.130000,13.010000,19.578274
-8.810000,10.550000,13.620011
-8.410000,-1.340000,8.513088
0.470000,-2.070000,2.122596
-8.030000,-12.040000,14.344327
3.010000,-2.030000,3.628480
-13.330000,9.330000,16.083882
2.740000,-11.970000,12.262185
-1.290000,0.880000,1.561402
-14.920000,-9.260000,17.347589
-11.100000,3.750000,11.686865
-3.640000,6.410000,7.356517
-1.640000,2.560000,3.039087
-4.890000,4.340000,6.524256
10.140000,-1.680000,10.272583
-10.930000,9.790000,14.518992
1.910000,-10.760000,10.920492
1.620000,3.720000,4.055624
8.420000,-12.070000,14.577927
-14.290000,6.630000,15.641121
-3.750000,-4.030000,5.496458
-11.230000,-13.820000,17.543031
-6.980000,-10.170000,12.253469
14.380000,12.910000,18.978458
-12.180000,13.810000,18.114137
-6.830000,-12.990000,14.570196
1.040000,-12.590000,12.630189
8.330000,13.830000,15.983337
11.280000,9.460000,14.568733
-10.850000,7.480000,13.079160
-8.330000,5.310000,9.838781
6.940000,2.340000,7.316620
1.420000,-5.240000,5.426934
11.210000,6.710000,12.978699
-2.240000,13.010000,13.188688
-0.790000,-8.800000,8.834291
14.680000,-10.930000,18.027810
9.830000,-3.950000,10.565465
2.390000,-11.930000,12.153762
0.620000,13.650000,13.663038
-14.390000,6.640000,15.734891
-0.290000,-8.910000,8.914568
-12.490000,13.610000,18.167431
10.990000,8.750000,13.917353
-11.530000,8.030000,13.929771
4.420000,9.840000,10.752055
-12.040000,-4.810000,12.913893
-2.630000,1.150000,2.869789
-2.210000,-9.670000,9.910105
0.180000,4.020000,4.024001
-4.430000,-14.540000,15.146204
4.440000,8.750000,9.781189
2.080000,0.260000,2.096159
2.860000,-5.640000,6.315389
-14.940000,-10.550000,18.024695
13.930000,7.930000,15.879388
7.910000,-13.740000,15.707639
-9.790000,5.820000,11.332373
-12.090000,3.860000,12.657164
-4.980000,-5.690000,7.540100
9.400000,-13.830000,16.523809
-14.290000,13.130000,19.053905
15.130000,-5.800000,16.110457
2.700000,-12.180000,12.458454
12.930000,-1.780000,13.043906
6.370000,0.450000,6.385615
6.860000,-4.320000,8.085092
-4.070000,13.030000,13.610082
-1.400000,-3.350000,3.629543
-7.750000,-5.910000,9.703107
-8.590000,-13.510000,15.844160
4.480000,-13.750000,14.409658
-10.070000,-1.410000,10.164269
-0.440000,-0.370000,0.574882
13.880000,-11.650000,17.839439
-3.170000,-4.330000,5.359254
11.620000,-12.240000,16.641985
12.150000,-8.700000,14.795903
14.710000,9.190000,17.138649
-6.360000,14.640000,15.855169
-8.560000,-11.610000,14.288926
-7.200000,6.470000,9.634910
-7.130000,-3.980000,8.145761
5.760000,-6.340000,8.534479
-7.460000,0.290000,7.465508
2.320000,-10.230000,10.479036
10.960000,15.750000,18.886616
5.410000,-3.310000,6.332040
-6.850000,-5.110000,8.517174
13.630000,3.160000,13.965329
6.220000,4.730000,7.791847
2.400000,7.880000,8.228644
-12.660000,11.670000,16.969644
10.340000,-11.310000,15.148012
8.920000,3.420000,9.533617
12.360000,-13.780000,18.205493
-5.770000,3.990000,6.999948
-6.480000,-5.590000,8.527090
-10.140000,-9.750000,13.929263
6.060000,-1.280000,6.191745
-14.640000,-3.940000,15.117760
-11.650000,-3.480000,12.131762
-1.240000,-13.870000,13.921126
10.090000,-2.330000,10.344855
-2.480000,-4.770000,5.370913
-10.650000,0.310000,10.654306
-4.690000,11.000000,11.913753
-1.770000,7.770000,7.964276
-2.360000,-9.190000,9.478247
-1.850000,-8.210000,8.410343
-2.210000,-11.450000,11.650394
-7.670000,-5.280000,9.276291
-2.590000,-9.590000,9.921151
-13.870000,6.020000,15.029257
-7.180000,-1.660000,7.365512
5.780000,-13.840000,14.914386
-9.530000,-2.540000,9.850782
7.820000,-2.950000,8.345116
8.220000,-7.470000,11.039258
13.340000,1.440000,13.412056
-13.230000,9.040000,15.847921
-6.370000,-2.130000,6.711149
11.600000,-12.460000,16.783118
11.840000,1.850000,11.975697
-6.810000,0.450000,6.824574
-1.910000,12.180000,12.320128
-6.380000,-14.610000,15.835276
3.520000,-3.750000,5.136381
-11.790000,4.200000,12.476811
-0.120000,8.810000,8.810792
9.800000,9.910000,13.803028
10.570000,3.480000,11.103858
-10.400000,14.810000,17.841078
11.480000,3.010000,11.848015
12.740000,-6.880000,14.374122
-14.770000,14.570000,20.316127
7.180000,-2.710000,7.664467
1.890000,-1.410000,2.357396
13.980000,10.380000,17.175487
-2.690000,8.360000,8.770554
-3.630000,15.610000,15.987282
-3.310000,-7.000000,7.729163
-13.460000,2.710000,13.710947
-11.990000,-12.250000,16.894464
-14.910000,13.780000,19.900467
4.190000,5.720000,7.074102
0.920000,-8.220000,8.269934
8.010000,-4.330000,9.078894
0.840000,-6.240000,6.295404
6.950000,-13.500000,15.069672
-12.070000,6.320000,13.539829
-11.470000,13.660000,17.567899
-10.850000,1.650000,10.968916
-13.140000,-8.430000,15.456838
3.470000,-4.460000,5.642311
-7.470000,-2.610000,7.903166
9.540000,3.960000,10.301579
-10.040000,-11.960000,15.433390
-8.290000,-7.650000,11.209062
-0.570000,-5.580000,5.608673
10.990000,-7.030000,12.955152
11.440000,-3.840000,12.035446
9.930000,6.450000,11.771788
-9.050000,5.890000,10.745234
6.520000,-2.960000,7.149955
11.830000,12.890000,17.235513
-8.040000,-8.660000,11.734898
-9.740000,-11.990000,15.273382
-7.640000,11.630000,13.802496
5.050000,-1.240000,5.198484
9.010000,-3.020000,9.487030
-9.900000,10.500000,14.282911
-7.760000,1.140000,7.841282
4.660000,15.650000,16.265321
0.270000,-4.470000,4.478081
4.790000,3.830000,6.121851
5.060000,10.480000,11.589403
2.770000,6.620000,7.166712
-6.500000,-10.730000,12.468040
-13.490000,-9.740000,16.435035
-12.640000,-6.140000,13.967544
-13.050000,-1.350000,13.114957
-6.940000,-10.200000,12.256141
-12.230000,4.530000,12.995300
-12.380000,15.990000,19.847698
4.300000,9.700000,10.577569
6.780000,-8.560000,10.858064
8.270000,13.090000,15.334400
15.620000,-0.830000,15.639931
-8.970000,-1.170000,9.043539
1.050000,-3.050000,3.225033
-7.680000,-8.780000,11.587074
-4.980000,11.860000,12.809256
9.340000,5.640000,10.859907
0.060000,-13.060000,13.060129
-11.700000,-14.000000,17.958304
13.020000,15.530000,19.875610
-6.960000,1.670000,7.153743
13.050000,-4.040000,13.620779
7.150000,-3.170000,7.807984
5.910000,12.540000,13.784433
6.790000,9.900000,11.929667
-5.210000,-2.250000,5.670190
3.430000,-5.420000,6.403263
11.450000,0.550000,11.462513
4.530000,12.110000,12.883333
10.880000,0.470000,10.889668
6.290000,-1.740000,6.522527
13.520000,4.980000,14.345894
8.510000,8.210000,11.742296
-11.720000,-5.550000,12.902874
-1.250000,-13.320000,13.374425
10.670000,-6.250000,12.294103
-0.030000,8.820000,8.820049
-7.500000,5.900000,9.501328
15.600000,-9.480000,18.021215
-4.520000,-2.040000,4.955562
-12.060000,15.310000,19.150075
-10.830000,7.450000,13.046571
9.830000,6.690000,11.817966
-9.630000,12.750000,15.792341
-13.650000,11.200000,17.397859
9.870000,-11.840000,15.239522
1.300000,-0.880000,1.569672
14.220000,13.790000,19.432049
11.290000,-11.100000,15.637198
-14.580000,-0.580000,14.590567
-1.990000,-6.720000,7.003313
-12.920000,-7.760000,14.939671
5.140000,-6.680000,8.400484
0.110000,-12.990000,12.990435
-0.310000,11.730000,11.733871
-4.750000,-4.880000,6.794126
0.180000,-11.480000,11.481337
-11.580000,-8.150000,14.035847
3.100000,-10.670000,11.091552
2.700000,3.180000,4.168037
-5.410000,1.370000,5.578780
-12.480000,6.640000,14.040333
-13.450000,11.170000,17.230730
-10.550000,-1.620000,10.668188
-0.630000,15.230000,15.241839
14.890000,-13.730000,19.854795
3.750000,-12.260000,12.787966
-2.780000,-7.190000,7.698288
-3.560000,-4.480000,5.713246
-6.390000,13.690000,15.008056
0.100000,0.530000,0.539350
10.210000,-10.810000,14.707421
-3.660000,9.410000,10.073187
-6.450000,9.260000,11.221759
13.810000,14.790000,19.836231
-2.540000,13.850000,14.063638
11.830000,-9.620000,15.080014
-7.910000,-8.360000,11.433091
5.980000,-5.730000,8.253556
1.610000,7.810000,7.970231
1.440000,-10.300000,10.395945
-6.050000,2.340000,6.480525
5.490000,-1.680000,5.738303
1.780000,7.370000,7.577334
-0.420000,-4.910000,4.927756
10.870000,-3.090000,11.280749
-9.050000,13.090000,15.740256
15.680000,1.510000,15.745571
-13.830000,-8.360000,15.997834
1.220000,-3.590000,3.790610
-8.350000,-11.290000,13.916854
13.420000,-13.910000,18.978058
4.880000,-12.760000,13.605132
12.440000,12.160000,17.138277
15.370000,4.480000,15.951570
-6.800000,-2.790000,7.340236
10.770000,0.020000,10.770018
-5.630000,-2.770000,6.266705
-1.310000,-6.510000,6.638287
-6.940000,7.160000,9.921734
2.770000,-8.270000,8.709479
-9.930000,-3.830000,10.615838
7.190000,-13.990000,15.602946
-10.300000,-7.710000,12.768462
12.610000,-11.530000,16.843993
-1.730000,5.040000,5.325763
12.680000,-11.870000,17.113403
-12.880000,12.730000,17.819363
3.220000,-14.340000,14.668507
-13.600000,9.260000,16.263858
-5.980000,4.510000,7.470441
-11.980000,-6.290000,13.447639
-1.360000,-13.350000,13.414236
10.920000,2.440000,11.176624
-0.770000,6.390000,6.435466
-0.130000,-12.720000,12.720622
4.100000,7.900000,8.876870
-4.700000,-5.370000,7.118293
-9.520000,13.040000,15.957569
7.470000,-10.820000,13.049362
-0.020000,12.580000,12.580015
10.050000,11.550000,15.136535
-12.400000,8.670000,14.979575
-13.420000,-1.400000,13.487655
9.930000,-10.280000,14.148297
1.710000,3.560000,3.947491
-7.990000,13.220000,15.304610
0.410000,-14.370000,14.375372
-8.250000,-11.180000,13.772983
-8.230000,-7.400000,11.000596
-2.640000,5.410000,6.012927
6.740000,15.640000,16.902976
-9.960000,-1.080000,10.016072
0.230000,-5.050000,5.055181
-3.870000,4.770000,6.131245
-9.910000,8.980000,13.255728
-2.340000,-4.830000,5.362167
7.220000,8.850000,11.350060
-1.430000,1.540000,2.101079
-1.210000,0.520000,1.316943
0.580000,-10.880000,10.894719
11.480000,4.610000,12.325995
1.290000,-14.800000,14.851289
6.830000,-14.250000,15.684430
2.510000,4.450000,5.104128
9.230000,-3.160000,9.738469
4.600000,-7.360000,8.652697
-7.400000,-1.250000,7.502535
0.640000,4.550000,4.594417
12.510000,-1.210000,12.564763
-4.930000,-12.780000,13.640552
-12.300000,-11.080000,16.334155
-6.570000,10.460000,12.276014
12.710000,-10.020000,15.987537
13.210000,-1.260000,13.265823
15.830000,10.040000,18.483425
-3.590000,6.650000,7.541952
0.290000,2.760000,2.775147
-2.050000,11.790000,11.957186
3.490000,-14.100000,14.492639
-0.880000,11.620000,11.651488
13.720000,8.180000,15.818369
-6.730000,12.310000,13.932699
15.940000,5.150000,16.672707
-15.000000,0.800000,15.019435
-3.720000,-6.310000,7.309751
3.080000,-9.070000,9.562352
15.230000,13.530000,19.968916
13.240000,6.700000,14.734054
5.790000,4.940000,7.589350
0.330000,-13.780000,13.783655
-12.350000,7.150000,14.162291
12.690000,-0.540000,12.700751
-11.430000,12.720000,16.858571
10.160000,8.740000,13.285066
-11.990000,-14.250000,18.317768
-3.060000,9.260000,9.735996
15.380000,13.840000,20.267578
9.490000,13.990000,16.700609
3.950000,12.800000,13.357815
6.620000,5.610000,8.645372
-13.570000,-3.640000,14.015415
-1.970000,-1.490000,2.469312
5.410000,0.340000,5.420547
-13.230000,-14.870000,19.526750
3.840000,0.870000,3.936747
9.560000,-9.000000,13.017725
13.520000,9.160000,16.146277
-3.880000,-4.620000,6.022374
10.670000,-10.820000,15.022830
6.890000,9.270000,11.479548
12.490000,-5.300000,13.503983
-0.750000,12.930000,12.950295
-8.150000,-3.530000,8.862906
6.700000,-5.560000,8.674456
3.320000,-12.580000,12.984133
-3.580000,-6.490000,7.397230
15.070000,-1.160000,15.110609
9.920000,14.320000,17.193705
-2.230000,0.710000,2.340082
0.900000,8.640000,8.685350
5.490000,2.680000,6.102053
4.110000,11.460000,12.138452
10.250000,-12.120000,15.681596
-5.270000,-3.680000,6.415876
4.610000,10.810000,11.709813
11.290000,15.460000,18.834416
13.200000,14.610000,19.323545
8.340000,15.890000,17.754989
9.370000,7.060000,11.657547
-6.790000,2.440000,7.207431
-3.550000,-5.830000,6.813120
13.230000,12.510000,17.914338
-4.330000,10.900000,11.690689
-3.020000,-5.940000,6.653882
-9.940000,2.800000,10.311832
12.460000,-5.730000,13.640757
13.780000,-14.640000,19.713272
-3.090000,-5.500000,6.299323
-11.360000,-2.930000,11.712965
-13.310000,-2.240000,13.484147
10.420000,-1.640000,10.542738
12.560000,-4.380000,13.256707
10.150000,10.550000,14.484817
-6.850000,-7.520000,10.119848
13.680000,-5.030000,14.511343
5.160000,-13.520000,14.404822
15.660000,4.720000,16.290496
3.170000,-4.760000,5.710908
-10.850000,1.040000,10.897398
-2.400000,14.860000,15.035955
3.130000,10.880000,11.300844
10.230000,12.740000,16.134500
-9.790000,-13.970000,16.843992
5.700000,-0.780000,5.752426
-3.900000,6.720000,7.751896
-12.580000,-5.610000,13.702586
7.620000,-8.670000,11.467111
1.130000,-8.510000,8.582531
13.600000,12.070000,17.894338
-14.270000,-3.200000,14.596308
12.040000,13.360000,17.703634
-2.610000,-10.900000,11.193721
-2.960000,5.290000,6.053648
8.840000,5.080000,10.156047
6.150000,-0.280000,6.156273
15.130000,-7.930000,16.917365
4.100000,1.140000,4.254498
9.470000,5.820000,11.060813
-8.190000,-9.710000,12.603615
12.800000,-8.260000,15.088990
-13.740000,7.340000,15.449120
7.750000,-8.880000,11.706057
-8.110000,1.700000,8.281647
-7.910000,14.320000,16.205486
9.910000,-6.930000,12.014898
-6.560000,-10.070000,11.945838
-1.890000,15.020000,15.127989
1.660000,-0.210000,1.673216
15.830000,-6.450000,16.974501
-0.400000,15.520000,15.524667
-13.440000,7.080000,15.073282
-11.000000,14.370000,17.827365
-12.090000,-2.140000,12.267102
-10.150000,8.130000,12.900419
8.540000,8.910000,12.248249
9.960000,8.650000,13.079931
-4.130000,-3.580000,5.457554
-1.090000,-2.470000,2.699270
9.180000,4.130000,10.037634
6.060000,8.660000,10.517543
8.460000,15.320000,17.313209
5.850000,-2.690000,6.431068
-7.820000,3.120000,8.405208
-6.040000,6.460000,8.809193
-8.990000,-4.130000,9.865347
-5.640000,15.440000,16.347552
8.540000,13.760000,16.027154
-13.890000,-10.430000,17.133442
9.480000,4.400000,10.418011
